G	P1D	P1L	P1Fs	P1Ts	P1DTs	P1Fit	P1Behav	P2D	P2L	P2Fs	P2Ts	P2DTs	P2Fit	P2Behav	CD	CL	CFs	CTs	CDTs	CFit	CBehav	Mod_D
22	11	200	93	107	5	0.0	0.0	10	164	75	89	5	0.0	0.0	11	201	93	108	5	2.0	6.25	5
22	11	200	93	107	5	0.0	0.0	10	164	75	89	5	0.0	0.0	10	163	75	88	5	2.0	6.25	5
22	13	200	94	106	5	0.0	0.0	8	153	72	81	5	0.0	0.0	8	152	71	81	5	2.0	6.25	4
22	10	157	72	85	5	0.0	0.0	10	170	79	91	5	0.0	0.0	10	160	73	87	5	5.0	15.625	4
22	9	150	69	81	5	0.0	0.0	14	342	156	186	5	0.0	0.0	9	149	68	81	5	1.0	3.125	4
22	9	150	69	81	5	0.0	0.0	14	342	156	186	5	0.0	0.0	14	343	157	186	5	3.0	9.375	5
22	9	150	69	81	5	0.0	0.0	13	258	122	136	5	0.0	0.0	9	159	72	87	5	1.0	3.125	5
22	9	150	69	81	5	0.0	0.0	13	258	122	136	5	0.0	0.0	13	249	119	130	5	6.0	18.75	4
22	13	254	120	134	5	0.0	0.0	13	200	94	106	5	0.0	0.0	13	253	120	133	5	2.0	6.25	5
22	9	150	69	81	5	0.0	0.0	8	153	72	81	5	0.0	0.0	9	149	69	80	5	1.0	3.125	5
22	9	150	69	81	5	0.0	0.0	8	153	72	81	5	0.0	0.0	8	154	72	82	5	1.0	3.125	5
22	13	254	120	134	5	0.0	0.0	12	183	83	100	5	0.0	0.0	13	247	117	130	5	5.0	15.625	4
22	13	254	120	134	5	0.0	0.0	12	183	83	100	5	0.0	0.0	12	190	86	104	5	1.0	3.125	8
22	9	153	70	83	5	0.0	0.0	12	187	85	102	5	0.0	0.0	12	122	54	68	5	2.0	6.25	1
23	17	404	190	214	5	0.0	0.0	9	158	73	85	5	0.0	0.0	9	159	73	86	5	1.0	3.125	5
23	13	195	91	104	5	0.0	0.0	10	169	76	93	5	0.0	0.0	13	196	91	105	5	1.0	3.125	5
23	12	207	98	109	5	0.0	0.0	9	152	71	81	5	0.0	0.0	9	148	69	79	5	1.0	3.125	4
23	13	192	91	101	5	0.0	0.0	9	135	61	74	5	0.0	0.0	9	133	61	72	5	3.0	9.375	5
23	12	189	86	103	5	0.0	0.0	11	200	93	107	5	0.0	0.0	12	167	75	92	5	1.0	3.125	2
23	14	188	88	100	5	0.0	0.0	13	200	94	106	5	0.0	0.0	14	190	90	100	5	2.0	6.25	5
23	14	188	88	100	5	0.0	0.0	13	200	94	106	5	0.0	0.0	13	198	92	106	5	1.0	3.125	4
23	13	210	100	110	5	0.0	0.0	13	200	94	106	5	0.0	0.0	13	188	90	98	5	8.0	25.0	1
23	10	156	72	84	5	0.0	0.0	13	210	100	110	5	0.0	0.0	10	159	74	85	5	2.0	6.25	5
23	13	210	100	110	5	0.0	0.0	14	181	85	96	5	0.0	0.0	13	207	99	108	5	3.0	9.375	6
23	13	200	94	106	5	0.0	0.0	9	140	65	75	5	0.0	0.0	9	120	57	63	5	3.0	9.375	3
23	11	200	93	107	5	0.0	0.0	9	148	69	79	5	0.0	0.0	11	209	99	110	5	1.0	3.125	6
23	11	200	93	107	5	0.0	0.0	9	148	69	79	5	0.0	0.0	9	139	63	76	5	4.0	12.5	4
23	13	210	100	110	5	0.0	0.0	11	200	93	107	5	0.0	0.0	13	206	98	108	5	1.0	3.125	4
23	12	184	84	100	5	0.0	0.0	13	200	94	106	5	0.0	0.0	12	182	83	99	5	1.0	3.125	4
23	12	184	84	100	5	0.0	0.0	13	200	94	106	5	0.0	0.0	13	202	95	107	5	1.0	3.125	5
23	13	258	122	136	5	0.0	0.0	9	147	69	78	5	0.0	0.0	13	261	124	137	5	4.0	12.5	5
23	12	197	88	109	5	0.0	0.0	10	176	80	96	5	0.0	0.0	12	232	106	126	5	4.0	12.5	5
23	12	197	88	109	5	0.0	0.0	10	176	80	96	5	0.0	0.0	6	141	62	79	5	5.0	15.625	3
23	13	191	90	101	5	0.0	0.0	13	278	127	151	5	0.0	0.0	13	302	139	163	5	2.0	6.25	5
23	9	148	69	79	5	0.0	0.0	11	200	93	107	5	0.0	0.0	9	148	69	79	5	1.0	3.125	5
23	11	200	93	107	5	0.0	0.0	9	140	65	75	5	0.0	0.0	9	136	62	74	5	5.0	15.625	3
23	13	210	100	110	5	0.0	0.0	9	140	65	75	5	0.0	0.0	13	240	113	127	5	4.0	12.5	5
23	13	210	100	110	5	0.0	0.0	9	140	65	75	5	0.0	0.0	6	110	52	58	5	3.0	9.375	3
23	12	232	108	124	5	0.0	0.0	14	188	88	100	5	0.0	0.0	2	6	3	3	2	16.0	50.0	1
23	12	184	84	100	5	0.0	0.0	10	171	79	92	5	0.0	0.0	10	171	79	92	5	2.0	6.25	5
23	12	325	151	174	5	0.0	0.0	9	147	69	78	5	0.0	0.0	9	141	67	74	5	3.0	9.375	4
23	10	167	78	89	5	0.0	0.0	11	200	93	107	5	0.0	0.0	10	161	74	87	5	1.0	3.125	4
23	12	207	98	109	5	0.0	0.0	14	188	88	100	5	0.0	0.0	12	178	85	93	5	4.0	12.5	4
23	9	147	69	78	5	0.0	0.0	11	183	84	99	5	0.0	0.0	9	148	70	78	5	3.0	9.375	5
23	10	176	80	96	5	0.0	0.0	11	200	93	107	5	0.0	0.0	11	193	90	103	5	1.0	3.125	4
23	13	255	120	135	5	0.0	0.0	13	278	127	151	5	0.0	0.0	13	250	118	132	5	1.0	3.125	4
23	10	157	72	85	5	0.0	0.0	12	207	98	109	5	0.0	0.0	10	159	74	85	5	1.0	3.125	5
23	9	149	69	80	5	0.0	0.0	13	200	94	106	5	0.0	0.0	9	145	67	78	5	1.0	3.125	4
23	9	149	69	80	5	0.0	0.0	13	200	94	106	5	0.0	0.0	13	204	96	108	5	1.0	3.125	5
23	12	207	98	109	5	0.0	0.0	10	179	82	97	5	0.0	0.0	12	199	95	104	5	3.0	9.375	4
23	12	207	98	109	5	0.0	0.0	10	179	82	97	5	0.0	0.0	10	187	85	102	5	2.0	6.25	7
23	13	192	91	101	5	0.0	0.0	10	169	76	93	5	0.0	0.0	8	138	66	72	5	1.0	3.125	4
23	9	136	63	73	5	0.0	0.0	9	149	69	80	5	0.0	0.0	9	136	63	73	5	2.0	6.25	5
23	12	184	83	101	5	0.0	0.0	9	146	68	78	5	0.0	0.0	12	177	81	96	5	3.0	9.375	4
23	11	200	93	107	5	0.0	0.0	9	148	69	79	5	0.0	0.0	9	146	69	77	5	3.0	9.375	5
23	9	140	67	73	5	0.0	0.0	10	169	76	93	5	0.0	0.0	10	164	74	90	5	3.0	9.375	4
23	9	140	67	73	5	0.0	0.0	9	158	73	85	5	0.0	0.0	9	147	70	77	5	3.0	9.375	5
23	9	140	67	73	5	0.0	0.0	9	158	73	85	5	0.0	0.0	9	151	70	81	5	4.0	12.5	4
23	13	191	90	101	5	0.0	0.0	10	179	82	97	5	0.0	0.0	10	177	80	97	5	2.0	6.25	6
23	11	200	93	107	5	0.0	0.0	13	200	94	106	5	0.0	0.0	11	192	90	102	5	5.0	15.625	4
23	9	158	73	85	5	0.0	0.0	10	157	72	85	5	0.0	0.0	9	157	73	84	5	2.0	6.25	5
23	13	278	127	151	5	0.0	0.0	9	158	73	85	5	0.0	0.0	13	276	127	149	5	2.0	6.25	5
23	9	158	73	85	5	0.0	0.0	9	149	69	80	5	0.0	0.0	9	150	69	81	5	3.0	9.375	5
23	10	169	76	93	5	0.0	0.0	12	232	108	124	5	0.0	0.0	10	171	78	93	5	3.0	9.375	5
23	10	169	76	93	5	0.0	0.0	12	232	108	124	5	0.0	0.0	12	230	106	124	5	3.0	9.375	4
23	10	174	79	95	5	0.0	0.0	9	152	71	81	5	0.0	0.0	10	171	78	93	5	1.0	3.125	5
23	10	157	72	85	5	0.0	0.0	11	200	93	107	5	0.0	0.0	10	156	71	85	5	3.0	9.375	4
23	13	191	90	101	5	0.0	0.0	12	207	98	109	5	0.0	0.0	13	194	91	103	5	1.0	3.125	5
23	13	191	90	101	5	0.0	0.0	12	207	98	109	5	0.0	0.0	12	204	97	107	5	1.0	3.125	7
23	12	189	86	103	5	0.0	0.0	9	152	71	81	5	0.0	0.0	12	180	83	97	5	3.0	9.375	6
23	13	258	122	136	5	0.0	0.0	9	148	69	79	5	0.0	0.0	9	145	68	77	5	1.0	3.125	4
23	10	179	82	97	5	0.0	0.0	9	148	69	79	5	0.0	0.0	10	193	89	104	5	1.0	3.125	6
23	10	179	82	97	5	0.0	0.0	9	148	69	79	5	0.0	0.0	9	134	62	72	5	5.0	15.625	3
23	12	325	151	174	5	0.0	0.0	11	200	93	107	5	0.0	0.0	11	200	93	107	5	6.0	18.75	5
23	13	258	122	136	5	0.0	0.0	13	210	100	110	5	0.0	0.0	13	208	99	109	5	1.0	3.125	4
23	13	278	127	151	5	0.0	0.0	10	176	80	96	5	0.0	0.0	10	169	77	92	5	1.0	3.125	5
23	13	200	94	106	5	0.0	0.0	13	195	91	104	5	0.0	0.0	8	85	40	45	5	5.0	15.625	2
23	10	169	76	93	5	0.0	0.0	10	169	76	93	5	0.0	0.0	10	170	76	94	5	1.0	3.125	5
23	12	184	84	100	5	0.0	0.0	10	171	79	92	5	0.0	0.0	12	180	83	97	5	1.0	3.125	7
23	12	184	84	100	5	0.0	0.0	10	171	79	92	5	0.0	0.0	10	175	80	95	5	1.0	3.125	5
23	9	140	67	73	5	0.0	0.0	9	140	67	73	5	0.0	0.0	9	140	67	73	5	1.0	3.125	5
23	9	140	67	73	5	0.0	0.0	9	140	67	73	5	0.0	0.0	9	140	67	73	5	1.0	3.125	5
23	9	158	73	85	5	0.0	0.0	13	200	94	106	5	0.0	0.0	9	174	80	94	5	1.0	3.125	5
23	9	158	73	85	5	0.0	0.0	13	200	94	106	5	0.0	0.0	13	184	87	97	5	4.0	12.5	3
23	13	200	94	106	5	0.0	0.0	12	184	84	100	5	0.0	0.0	8	87	42	45	5	5.0	15.625	2
23	13	200	94	106	5	0.0	0.0	12	184	84	100	5	0.0	0.0	15	297	136	161	5	6.0	18.75	4
23	9	140	67	73	5	0.0	0.0	9	158	73	85	5	0.0	0.0	9	161	75	86	5	1.0	3.125	5
23	10	169	76	93	5	0.0	0.0	9	147	69	78	5	0.0	0.0	9	140	67	73	5	2.0	6.25	4
23	10	171	79	92	5	0.0	0.0	17	404	190	214	5	0.0	0.0	10	172	79	93	5	3.0	9.375	6
23	10	171	79	92	5	0.0	0.0	17	404	190	214	5	0.0	0.0	17	403	190	213	5	1.0	3.125	5
23	12	184	83	101	5	0.0	0.0	9	158	73	85	5	0.0	0.0	12	180	81	99	5	1.0	3.125	4
23	12	207	98	109	5	0.0	0.0	13	210	100	110	5	0.0	0.0	12	205	98	107	5	1.0	3.125	6
23	13	210	100	110	5	0.0	0.0	9	148	69	79	5	0.0	0.0	10	178	85	93	5	2.0	6.25	5
23	9	158	73	85	5	0.0	0.0	12	325	151	174	5	0.0	0.0	9	156	73	83	5	2.0	6.25	5
23	9	147	69	78	5	0.0	0.0	14	181	85	96	5	0.0	0.0	9	147	69	78	5	1.0	3.125	4
23	9	147	69	78	5	0.0	0.0	14	181	85	96	5	0.0	0.0	14	181	85	96	5	1.0	3.125	5
23	12	207	98	109	5	0.0	0.0	9	158	73	85	5	0.0	0.0	12	238	111	127	5	3.0	9.375	5
23	12	207	98	109	5	0.0	0.0	9	158	73	85	5	0.0	0.0	9	127	60	67	5	4.0	12.5	3
23	10	171	79	92	5	0.0	0.0	9	136	63	73	5	0.0	0.0	7	150	69	81	5	1.0	3.125	5
23	10	171	79	92	5	0.0	0.0	9	136	63	73	5	0.0	0.0	11	157	73	84	5	1.0	3.125	6
23	11	202	94	108	5	0.0	0.0	9	147	69	78	5	0.0	0.0	11	202	94	108	5	1.0	3.125	5
23	11	202	94	108	5	0.0	0.0	9	147	69	78	5	0.0	0.0	9	147	69	78	5	2.0	6.25	5
23	12	189	86	103	5	0.0	0.0	12	197	88	109	5	0.0	0.0	12	220	101	119	5	2.0	6.25	5
23	12	189	86	103	5	0.0	0.0	12	197	88	109	5	0.0	0.0	12	166	73	93	5	1.0	3.125	4
23	9	136	63	73	5	0.0	0.0	9	147	69	78	5	0.0	0.0	0	1	0	1	1	10.0	31.25	0
23	13	192	91	101	5	0.0	0.0	11	200	93	107	5	0.0	0.0	13	168	79	89	5	1.0	3.125	4
23	13	195	91	104	5	0.0	0.0	10	157	72	85	5	0.0	0.0	13	198	92	106	5	1.0	3.125	7
23	13	258	122	136	5	0.0	0.0	9	146	68	78	5	0.0	0.0	9	145	68	77	5	1.0	3.125	5
23	13	210	100	110	5	0.0	0.0	11	200	93	107	5	0.0	0.0	13	205	98	107	5	1.0	3.125	6
23	13	210	100	110	5	0.0	0.0	11	200	93	107	5	0.0	0.0	11	205	95	110	5	3.0	9.375	5
23	14	181	85	96	5	0.0	0.0	11	200	93	107	5	0.0	0.0	14	173	80	93	5	3.0	9.375	3
23	11	183	84	99	5	0.0	0.0	9	158	73	85	5	0.0	0.0	11	176	81	95	5	1.0	3.125	4
23	13	255	120	135	5	0.0	0.0	10	169	76	93	5	0.0	0.0	10	118	53	65	5	5.0	15.625	1
23	13	278	127	151	5	0.0	0.0	13	210	100	110	5	0.0	0.0	0	1	0	1	1	10.0	31.25	0
23	12	197	88	109	5	0.0	0.0	9	149	69	80	5	0.0	0.0	9	148	68	80	5	1.0	3.125	4
23	13	278	127	151	5	0.0	0.0	9	158	73	85	5	0.0	0.0	9	167	76	91	5	6.0	18.75	5
23	9	149	69	80	5	0.0	0.0	12	232	108	124	5	0.0	0.0	9	166	77	89	5	1.0	3.125	5
23	13	192	91	101	5	0.0	0.0	9	148	69	79	5	0.0	0.0	9	146	69	77	5	2.0	6.25	5
23	10	179	82	97	5	0.0	0.0	9	149	69	80	5	0.0	0.0	10	150	69	81	5	2.0	6.25	3
23	9	148	69	79	5	0.0	0.0	10	156	72	84	5	0.0	0.0	9	138	64	74	5	1.0	3.125	4
23	9	148	69	79	5	0.0	0.0	10	156	72	84	5	0.0	0.0	10	166	77	89	5	1.0	3.125	5
23	10	157	72	85	5	0.0	0.0	9	140	65	75	5	0.0	0.0	10	151	69	82	5	3.0	9.375	3
23	12	184	84	100	5	0.0	0.0	10	174	79	95	5	0.0	0.0	14	287	130	157	5	4.0	12.5	6
23	12	184	84	100	5	0.0	0.0	10	174	79	95	5	0.0	0.0	6	71	33	38	5	6.0	18.75	2
23	12	184	83	101	5	0.0	0.0	9	146	68	78	5	0.0	0.0	12	181	82	99	5	1.0	3.125	7
23	12	184	83	101	5	0.0	0.0	9	146	68	78	5	0.0	0.0	9	149	69	80	5	3.0	9.375	5
23	12	207	98	109	5	0.0	0.0	12	184	84	100	5	0.0	0.0	12	132	61	71	5	3.0	9.375	3
23	12	232	108	124	5	0.0	0.0	11	200	93	107	5	0.0	0.0	12	223	105	118	5	6.0	18.75	4
23	12	232	108	124	5	0.0	0.0	11	200	93	107	5	0.0	0.0	11	209	96	113	5	2.0	6.25	5
23	9	158	73	85	5	0.0	0.0	12	325	151	174	5	0.0	0.0	9	158	73	85	5	1.0	3.125	5
23	11	202	94	108	5	0.0	0.0	9	148	69	79	5	0.0	0.0	8	166	77	89	5	3.0	9.375	5
23	11	202	94	108	5	0.0	0.0	9	148	69	79	5	0.0	0.0	10	184	86	98	5	3.0	9.375	4
23	10	157	72	85	5	0.0	0.0	11	200	93	107	5	0.0	0.0	10	184	82	102	5	1.0	3.125	5
23	10	157	72	85	5	0.0	0.0	11	200	93	107	5	0.0	0.0	11	173	83	90	5	3.0	9.375	3
23	10	156	72	84	5	0.0	0.0	9	147	69	78	5	0.0	0.0	10	153	71	82	5	1.0	3.125	5
23	9	152	71	81	5	0.0	0.0	11	197	92	105	5	0.0	0.0	9	117	54	63	5	7.0	21.875	1
23	11	197	92	105	5	0.0	0.0	14	181	85	96	5	0.0	0.0	11	198	93	105	5	1.0	3.125	5
23	11	197	92	105	5	0.0	0.0	14	181	85	96	5	0.0	0.0	14	180	84	96	5	6.0	18.75	4
23	12	184	84	100	5	0.0	0.0	13	192	91	101	5	0.0	0.0	13	196	93	103	5	1.0	3.125	5
23	13	200	94	106	5	0.0	0.0	13	210	100	110	5	0.0	0.0	13	206	99	107	5	3.0	9.375	7
23	13	210	100	110	5	0.0	0.0	13	191	90	101	5	0.0	0.0	13	210	100	110	5	1.0	3.125	5
23	12	207	98	109	5	0.0	0.0	9	147	69	78	5	0.0	0.0	12	209	98	111	5	1.0	3.125	5
23	12	207	98	109	5	0.0	0.0	9	147	69	78	5	0.0	0.0	9	145	69	76	5	4.0	12.5	5
23	11	202	94	108	5	0.0	0.0	11	202	94	108	5	0.0	0.0	11	199	93	106	5	4.0	12.5	4
23	10	167	78	89	5	0.0	0.0	11	202	94	108	5	0.0	0.0	10	160	75	85	5	2.0	6.25	4
23	14	188	88	100	5	0.0	0.0	10	179	82	97	5	0.0	0.0	10	181	82	99	5	1.0	3.125	5
23	10	169	76	93	5	0.0	0.0	11	200	93	107	5	0.0	0.0	8	146	68	78	5	3.0	9.375	3
23	14	181	85	96	5	0.0	0.0	12	197	88	109	5	0.0	0.0	12	196	88	108	5	2.0	6.25	5
23	12	197	88	109	5	0.0	0.0	14	181	85	96	5	0.0	0.0	12	205	93	112	5	1.0	3.125	5
23	12	197	88	109	5	0.0	0.0	14	181	85	96	5	0.0	0.0	14	173	80	93	5	1.0	3.125	6
23	13	191	90	101	5	0.0	0.0	13	258	122	136	5	0.0	0.0	13	203	97	106	5	6.0	18.75	5
23	9	135	61	74	5	0.0	0.0	10	167	78	89	5	0.0	0.0	9	149	66	83	5	1.0	3.125	5
23	9	135	61	74	5	0.0	0.0	10	167	78	89	5	0.0	0.0	10	153	73	80	5	3.0	9.375	4
23	17	404	190	214	5	0.0	0.0	12	184	83	101	5	0.0	0.0	8	132	61	71	5	6.0	18.75	4
23	17	404	190	214	5	0.0	0.0	12	184	83	101	5	0.0	0.0	17	456	212	244	5	1.0	3.125	4
23	11	200	93	107	5	0.0	0.0	9	148	69	79	5	0.0	0.0	11	200	93	107	5	1.0	3.125	5
23	12	325	151	174	5	0.0	0.0	9	135	61	74	5	0.0	0.0	9	137	62	75	5	1.0	3.125	4
23	11	200	93	107	5	0.0	0.0	11	197	92	105	5	0.0	0.0	11	101	47	54	5	5.0	15.625	1
23	9	140	67	73	5	0.0	0.0	12	232	108	124	5	0.0	0.0	9	132	64	68	5	3.0	9.375	4
23	9	140	67	73	5	0.0	0.0	12	232	108	124	5	0.0	0.0	12	240	111	129	5	1.0	3.125	5
23	13	200	94	106	5	0.0	0.0	13	195	91	104	5	0.0	0.0	13	197	92	105	5	1.0	3.125	5
23	9	158	73	85	5	0.0	0.0	10	179	82	97	5	0.0	0.0	9	158	73	85	5	2.0	6.25	5
23	9	158	73	85	5	0.0	0.0	10	179	82	97	5	0.0	0.0	10	179	82	97	5	2.0	6.25	5
23	12	197	88	109	5	0.0	0.0	9	148	69	79	5	0.0	0.0	9	139	66	73	5	1.0	3.125	4
23	13	200	94	106	5	0.0	0.0	13	258	122	136	5	0.0	0.0	8	114	53	61	5	3.0	9.375	2
23	13	200	94	106	5	0.0	0.0	9	158	73	85	5	0.0	0.0	13	199	94	105	5	3.0	9.375	7
23	12	232	108	124	5	0.0	0.0	12	232	108	124	5	0.0	0.0	12	235	110	125	5	2.0	6.25	6
23	12	232	108	124	5	0.0	0.0	12	232	108	124	5	0.0	0.0	12	229	106	123	5	3.0	9.375	4
23	13	278	127	151	5	0.0	0.0	10	167	78	89	5	0.0	0.0	10	167	78	89	5	3.0	9.375	5
23	13	255	120	135	5	0.0	0.0	12	232	108	124	5	0.0	0.0	12	230	107	123	5	1.0	3.125	4
23	13	278	127	151	5	0.0	0.0	9	148	69	79	5	0.0	0.0	9	153	72	81	5	1.0	3.125	5
23	10	169	76	93	5	0.0	0.0	13	200	94	106	5	0.0	0.0	1	3	1	2	1	10.0	31.25	1
23	14	188	88	100	5	0.0	0.0	12	207	98	109	5	0.0	0.0	12	204	97	107	5	1.0	3.125	4
23	12	232	108	124	5	0.0	0.0	12	184	84	100	5	0.0	0.0	12	180	82	98	5	1.0	3.125	4
23	10	167	78	89	5	0.0	0.0	12	197	88	109	5	0.0	0.0	12	198	88	110	5	3.0	9.375	5
24	9	159	73	86	5	0.0	0.0	10	156	72	84	5	0.0	0.0	9	150	70	80	5	3.0	9.375	4
24	10	156	72	84	5	0.0	0.0	10	156	72	84	5	0.0	0.0	10	138	63	75	5	4.0	12.5	3
24	13	195	91	104	5	0.0	0.0	11	176	80	96	5	0.0	0.0	13	234	108	126	5	1.0	3.125	3
24	14	208	97	111	5	0.0	0.0	12	232	108	124	5	0.0	0.0	12	161	75	86	5	7.0	21.875	2
24	12	184	83	101	5	0.0	0.0	9	137	65	72	5	0.0	0.0	12	178	80	98	5	1.0	3.125	3
24	10	169	76	93	5	0.0	0.0	10	169	76	93	5	0.0	0.0	10	177	79	98	5	1.0	3.125	5
24	10	169	76	93	5	0.0	0.0	10	169	76	93	5	0.0	0.0	10	161	73	88	5	4.0	12.5	3
24	9	147	69	78	5	0.0	0.0	13	247	117	130	5	0.0	0.0	13	245	117	128	5	4.0	12.5	5
24	11	232	109	123	5	0.0	0.0	11	200	93	107	5	0.0	0.0	12	270	129	141	5	3.0	9.375	5
24	11	232	109	123	5	0.0	0.0	11	200	93	107	5	0.0	0.0	8	162	73	89	5	4.0	12.5	4
24	11	176	80	96	5	0.0	0.0	10	157	72	85	5	0.0	0.0	11	176	80	96	5	1.0	3.125	5
24	11	176	80	96	5	0.0	0.0	10	157	72	85	5	0.0	0.0	10	157	72	85	5	1.0	3.125	5
24	12	325	151	174	5	0.0	0.0	13	198	93	105	5	0.0	0.0	13	195	92	103	5	1.0	3.125	7
24	10	189	87	102	5	0.0	0.0	11	178	83	95	5	0.0	0.0	10	194	90	104	5	1.0	3.125	3
24	9	135	61	74	5	0.0	0.0	11	178	83	95	5	0.0	0.0	11	178	83	95	5	1.0	3.125	6
24	9	147	69	78	5	0.0	0.0	12	184	83	101	5	0.0	0.0	9	139	66	73	5	3.0	9.375	4
24	12	184	83	101	5	0.0	0.0	13	260	123	137	5	0.0	0.0	12	186	84	102	5	2.0	6.25	5
24	12	184	83	101	5	0.0	0.0	13	260	123	137	5	0.0	0.0	13	258	122	136	5	1.0	3.125	4
24	11	176	80	96	5	0.0	0.0	10	189	87	102	5	0.0	0.0	11	171	77	94	5	3.0	9.375	3
24	12	184	83	101	5	0.0	0.0	10	168	76	92	5	0.0	0.0	10	183	82	101	5	2.0	6.25	4
24	13	247	117	130	5	0.0	0.0	12	184	84	100	5	0.0	0.0	8	142	68	74	5	1.0	3.125	4
24	9	159	73	86	5	0.0	0.0	9	159	73	86	5	0.0	0.0	9	138	64	74	5	2.0	6.25	3
24	9	159	73	86	5	0.0	0.0	9	159	73	86	5	0.0	0.0	9	180	82	98	5	1.0	3.125	5
24	10	178	81	97	5	0.0	0.0	10	189	87	102	5	0.0	0.0	10	177	81	96	5	1.0	3.125	5
24	13	193	92	101	5	0.0	0.0	12	231	108	123	5	0.0	0.0	13	214	103	111	5	3.0	9.375	7
24	13	260	123	137	5	0.0	0.0	11	232	109	123	5	0.0	0.0	13	261	123	138	5	1.0	3.125	5
24	9	145	69	76	5	0.0	0.0	12	207	98	109	5	0.0	0.0	9	148	70	78	5	6.0	18.75	4
24	12	207	98	109	5	0.0	0.0	12	184	83	101	5	0.0	0.0	12	211	99	112	5	1.0	3.125	5
24	12	207	98	109	5	0.0	0.0	12	184	83	101	5	0.0	0.0	12	180	82	98	5	3.0	9.375	7
24	9	158	73	85	5	0.0	0.0	13	207	96	111	5	0.0	0.0	13	207	96	111	5	1.0	3.125	5
24	11	176	80	96	5	0.0	0.0	17	403	190	213	5	0.0	0.0	6	131	62	69	5	3.0	9.375	3
24	9	135	61	74	5	0.0	0.0	10	168	76	92	5	0.0	0.0	7	104	48	56	5	4.0	12.5	3
24	12	184	83	101	5	0.0	0.0	10	178	81	97	5	0.0	0.0	7	147	67	80	5	3.0	9.375	3
24	9	158	73	85	5	0.0	0.0	11	176	80	96	5	0.0	0.0	9	160	74	86	5	1.0	3.125	5
24	13	207	96	111	5	0.0	0.0	17	403	190	213	5	0.0	0.0	13	205	95	110	5	3.0	9.375	4
24	12	325	151	174	5	0.0	0.0	13	193	92	101	5	0.0	0.0	10	178	82	96	5	2.0	6.25	5
24	11	176	80	96	5	0.0	0.0	10	156	72	84	5	0.0	0.0	10	157	72	85	5	1.0	3.125	5
24	11	178	83	95	5	0.0	0.0	13	198	93	105	5	0.0	0.0	11	177	83	94	5	5.0	15.625	5
24	11	178	83	95	5	0.0	0.0	13	198	93	105	5	0.0	0.0	13	199	93	106	5	1.0	3.125	5
24	12	184	84	100	5	0.0	0.0	12	184	83	101	5	0.0	0.0	12	211	97	114	5	1.0	3.125	5
24	12	184	84	100	5	0.0	0.0	12	184	83	101	5	0.0	0.0	12	157	70	87	5	1.0	3.125	4
24	13	195	91	104	5	0.0	0.0	13	247	117	130	5	0.0	0.0	13	316	149	167	5	1.0	3.125	5
24	13	207	96	111	5	0.0	0.0	14	181	85	96	5	0.0	0.0	14	180	85	95	5	4.0	12.5	5
24	13	260	123	137	5	0.0	0.0	13	207	96	111	5	0.0	0.0	13	164	76	88	5	3.0	9.375	3
24	13	207	96	111	5	0.0	0.0	10	156	72	84	5	0.0	0.0	13	206	96	110	5	4.0	12.5	5
24	12	184	83	101	5	0.0	0.0	12	184	83	101	5	0.0	0.0	12	179	81	98	5	2.0	6.25	4
24	10	157	72	85	5	0.0	0.0	13	207	96	111	5	0.0	0.0	10	158	72	86	5	1.0	3.125	5
24	10	157	72	85	5	0.0	0.0	13	207	96	111	5	0.0	0.0	13	206	96	110	5	1.0	3.125	5
24	13	200	94	106	5	0.0	0.0	12	184	84	100	5	0.0	0.0	13	198	94	104	5	1.0	3.125	5
24	13	200	94	106	5	0.0	0.0	12	184	84	100	5	0.0	0.0	12	186	84	102	5	1.0	3.125	5
24	12	325	151	174	5	0.0	0.0	13	207	96	111	5	0.0	0.0	13	209	97	112	5	1.0	3.125	5
24	12	184	83	101	5	0.0	0.0	13	198	93	105	5	0.0	0.0	8	141	66	75	5	1.0	3.125	4
24	12	184	83	101	5	0.0	0.0	13	198	93	105	5	0.0	0.0	13	241	110	131	5	1.0	3.125	5
24	11	176	80	96	5	0.0	0.0	10	169	76	93	5	0.0	0.0	11	176	80	96	5	1.0	3.125	5
24	13	260	123	137	5	0.0	0.0	14	208	97	111	5	0.0	0.0	13	264	126	138	5	3.0	9.375	5
24	13	260	123	137	5	0.0	0.0	14	208	97	111	5	0.0	0.0	14	204	94	110	5	1.0	3.125	3
24	9	135	61	74	5	0.0	0.0	10	178	81	97	5	0.0	0.0	9	125	58	67	5	4.0	12.5	4
24	13	198	93	105	5	0.0	0.0	9	158	73	85	5	0.0	0.0	13	196	92	104	5	2.0	6.25	4
24	12	184	83	101	5	0.0	0.0	13	193	92	101	5	0.0	0.0	12	179	80	99	5	3.0	9.375	5
24	13	200	94	106	5	0.0	0.0	9	158	73	85	5	0.0	0.0	13	180	86	94	5	3.0	9.375	5
24	9	137	65	72	5	0.0	0.0	13	247	117	130	5	0.0	0.0	16	279	133	146	5	1.0	3.125	5
24	9	137	65	72	5	0.0	0.0	13	247	117	130	5	0.0	0.0	7	105	49	56	5	6.0	18.75	2
24	12	184	83	101	5	0.0	0.0	10	168	76	92	5	0.0	0.0	12	166	74	92	5	5.0	15.625	2
24	12	184	83	101	5	0.0	0.0	10	168	76	92	5	0.0	0.0	10	186	85	101	5	1.0	3.125	5
