G	P1F	P1B	P2F	P2B	CF	CB
2	8.0	25.0	9.0	28.125	9.0	28.125
2	6.0	18.75	6.0	18.75	8.0	25.0
2	6.0	18.75	6.0	18.75	6.0	18.75
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	12.0	37.5
2	8.0	25.0	8.0	25.0	10.0	31.25
2	9.0	28.125	8.0	25.0	9.0	28.125
2	9.0	28.125	8.0	25.0	18.0	56.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	7.0	21.875	8.0	25.0	7.0	21.875
2	7.0	21.875	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	7.0	21.875	8.0	25.0	16.0	50.0
2	7.0	21.875	8.0	25.0	9.0	28.125
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	10.0	31.25	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	16.0	50.0
2	9.0	28.125	10.0	31.25	9.0	28.125
2	9.0	28.125	10.0	31.25	10.0	31.25
2	9.0	28.125	8.0	25.0	11.0	34.375
2	9.0	28.125	8.0	25.0	7.0	21.875
2	6.0	18.75	8.0	25.0	9.0	28.125
2	6.0	18.75	8.0	25.0	9.0	28.125
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	12.0	37.5
2	10.0	31.25	8.0	25.0	10.0	31.25
2	10.0	31.25	8.0	25.0	8.0	25.0
2	6.0	18.75	8.0	25.0	8.0	25.0
2	6.0	18.75	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	6.0	18.75
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	10.0	31.25	12.0	37.5
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	6.0	18.75	8.0	25.0	8.0	25.0
2	6.0	18.75	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	6.0	18.75	10.0	31.25
2	8.0	25.0	6.0	18.75	6.0	18.75
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	7.0	21.875	10.0	31.25
2	8.0	25.0	7.0	21.875	7.0	21.875
2	10.0	31.25	8.0	25.0	10.0	31.25
2	10.0	31.25	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	12.0	37.5
2	8.0	25.0	9.0	28.125	10.0	31.25
2	8.0	25.0	9.0	28.125	9.0	28.125
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	9.0	28.125	8.0	25.0	9.0	28.125
2	9.0	28.125	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	12.0	37.5
2	8.0	25.0	8.0	25.0	14.0	43.75
2	8.0	25.0	8.0	25.0	12.0	37.5
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	6.0	18.75	7.0	21.875	6.0	18.75
2	6.0	18.75	7.0	21.875	10.0	31.25
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	7.0	21.875	8.0	25.0
2	8.0	25.0	7.0	21.875	6.0	18.75
2	9.0	28.125	8.0	25.0	9.0	28.125
2	9.0	28.125	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	0.0	0.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	6.0	18.75	8.0	25.0	12.0	37.5
2	6.0	18.75	8.0	25.0	8.0	25.0
2	9.0	28.125	7.0	21.875	10.0	31.25
2	9.0	28.125	7.0	21.875	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	12.0	37.5
2	8.0	25.0	6.0	18.75	8.0	25.0
2	8.0	25.0	6.0	18.75	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	6.0	18.75	8.0	25.0	6.0	18.75
2	6.0	18.75	8.0	25.0	10.0	31.25
2	9.0	28.125	6.0	18.75	10.0	31.25
2	9.0	28.125	6.0	18.75	8.0	25.0
2	6.0	18.75	8.0	25.0	6.0	18.75
2	6.0	18.75	8.0	25.0	10.0	31.25
2	6.0	18.75	9.0	28.125	8.0	25.0
2	6.0	18.75	9.0	28.125	9.0	28.125
2	9.0	28.125	8.0	25.0	12.0	37.5
2	9.0	28.125	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	9.0	28.125
2	10.0	31.25	8.0	25.0	10.0	31.25
2	10.0	31.25	8.0	25.0	11.0	34.375
2	8.0	25.0	7.0	21.875	10.0	31.25
2	8.0	25.0	7.0	21.875	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	11.0	34.375
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	10.0	31.25	8.0	25.0	10.0	31.25
2	10.0	31.25	8.0	25.0	12.0	37.5
2	8.0	25.0	8.0	25.0	13.0	40.625
2	8.0	25.0	8.0	25.0	8.0	25.0
2	6.0	18.75	8.0	25.0	6.0	18.75
2	6.0	18.75	8.0	25.0	10.0	31.25
2	10.0	31.25	8.0	25.0	10.0	31.25
2	10.0	31.25	8.0	25.0	10.0	31.25
2	6.0	18.75	8.0	25.0	6.0	18.75
2	6.0	18.75	8.0	25.0	10.0	31.25
2	7.0	21.875	8.0	25.0	8.0	25.0
2	7.0	21.875	8.0	25.0	7.0	21.875
2	7.0	21.875	8.0	25.0	10.0	31.25
2	7.0	21.875	8.0	25.0	8.0	25.0
2	6.0	18.75	8.0	25.0	5.0	15.625
2	6.0	18.75	8.0	25.0	8.0	25.0
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	6.0	18.75	8.0	25.0	7.0	21.875
2	6.0	18.75	8.0	25.0	7.0	21.875
2	8.0	25.0	8.0	25.0	7.0	21.875
2	8.0	25.0	8.0	25.0	10.0	31.25
2	10.0	31.25	8.0	25.0	10.0	31.25
2	10.0	31.25	8.0	25.0	10.0	31.25
2	8.0	25.0	7.0	21.875	10.0	31.25
2	8.0	25.0	7.0	21.875	10.0	31.25
2	8.0	25.0	8.0	25.0	12.0	37.5
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	9.0	28.125
2	8.0	25.0	8.0	25.0	22.0	68.75
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	7.0	21.875
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	7.0	21.875	6.0	18.75	12.0	37.5
2	7.0	21.875	6.0	18.75	10.0	31.25
2	6.0	18.75	8.0	25.0	7.0	21.875
2	6.0	18.75	8.0	25.0	9.0	28.125
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	7.0	21.875	10.0	31.25
2	8.0	25.0	7.0	21.875	7.0	21.875
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	7.0	21.875
2	8.0	25.0	7.0	21.875	8.0	25.0
2	8.0	25.0	7.0	21.875	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	6.0	18.75	10.0	31.25
2	8.0	25.0	6.0	18.75	8.0	25.0
2	6.0	18.75	6.0	18.75	7.0	21.875
2	6.0	18.75	6.0	18.75	5.0	15.625
2	10.0	31.25	8.0	25.0	8.0	25.0
2	10.0	31.25	8.0	25.0	8.0	25.0
2	8.0	25.0	6.0	18.75	6.0	18.75
2	8.0	25.0	6.0	18.75	8.0	25.0
2	7.0	21.875	9.0	28.125	7.0	21.875
2	7.0	21.875	9.0	28.125	9.0	28.125
2	7.0	21.875	10.0	31.25	8.0	25.0
2	7.0	21.875	10.0	31.25	10.0	31.25
2	8.0	25.0	8.0	25.0	9.0	28.125
2	8.0	25.0	8.0	25.0	6.0	18.75
2	7.0	21.875	8.0	25.0	10.0	31.25
2	7.0	21.875	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	9.0	28.125	8.0	25.0	7.0	21.875
2	9.0	28.125	8.0	25.0	16.0	50.0
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	10.0	31.25	10.0	31.25
2	7.0	21.875	8.0	25.0	8.0	25.0
2	7.0	21.875	8.0	25.0	7.0	21.875
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	9.0	28.125	8.0	25.0	9.0	28.125
2	9.0	28.125	8.0	25.0	8.0	25.0
2	10.0	31.25	7.0	21.875	10.0	31.25
2	10.0	31.25	7.0	21.875	8.0	25.0
2	7.0	21.875	8.0	25.0	8.0	25.0
2	7.0	21.875	8.0	25.0	8.0	25.0
2	6.0	18.75	10.0	31.25	8.0	25.0
2	6.0	18.75	10.0	31.25	10.0	31.25
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	10.0	31.25	8.0	25.0
2	6.0	18.75	6.0	18.75	6.0	18.75
2	6.0	18.75	6.0	18.75	10.0	31.25
2	10.0	31.25	8.0	25.0	8.0	25.0
2	10.0	31.25	8.0	25.0	10.0	31.25
2	8.0	25.0	6.0	18.75	8.0	25.0
2	8.0	25.0	6.0	18.75	8.0	25.0
2	8.0	25.0	9.0	28.125	12.0	37.5
2	8.0	25.0	9.0	28.125	7.0	21.875
2	8.0	25.0	9.0	28.125	10.0	31.25
2	8.0	25.0	9.0	28.125	9.0	28.125
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	6.0	18.75	10.0	31.25
2	8.0	25.0	6.0	18.75	6.0	18.75
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	6.0	18.75
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	7.0	21.875
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	9.0	28.125	8.0	25.0
2	8.0	25.0	9.0	28.125	9.0	28.125
2	8.0	25.0	10.0	31.25	16.0	50.0
2	8.0	25.0	10.0	31.25	10.0	31.25
2	8.0	25.0	6.0	18.75	10.0	31.25
2	8.0	25.0	6.0	18.75	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	6.0	18.75	8.0	25.0	8.0	25.0
2	6.0	18.75	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	6.0	18.75
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	8.0	25.0
2	7.0	21.875	8.0	25.0	10.0	31.25
2	7.0	21.875	8.0	25.0	8.0	25.0
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
2	8.0	25.0	8.0	25.0	10.0	31.25
3	7.0	21.875	8.0	25.0	8.0	25.0
3	7.0	21.875	8.0	25.0	6.0	18.75
3	6.0	18.75	6.0	18.75	6.0	18.75
3	6.0	18.75	6.0	18.75	6.0	18.75
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	7.0	21.875	8.0	25.0
3	8.0	25.0	7.0	21.875	8.0	25.0
3	6.0	18.75	6.0	18.75	8.0	25.0
3	6.0	18.75	6.0	18.75	6.0	18.75
3	8.0	25.0	8.0	25.0	9.0	28.125
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	11.0	34.375
3	8.0	25.0	7.0	21.875	10.0	31.25
3	8.0	25.0	7.0	21.875	10.0	31.25
3	6.0	18.75	6.0	18.75	7.0	21.875
3	6.0	18.75	6.0	18.75	6.0	18.75
3	8.0	25.0	7.0	21.875	10.0	31.25
3	8.0	25.0	7.0	21.875	13.0	40.625
3	6.0	18.75	8.0	25.0	10.0	31.25
3	6.0	18.75	8.0	25.0	12.0	37.5
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	7.0	21.875
3	8.0	25.0	8.0	25.0	12.0	37.5
3	8.0	25.0	8.0	25.0	12.0	37.5
3	8.0	25.0	7.0	21.875	8.0	25.0
3	8.0	25.0	7.0	21.875	7.0	21.875
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	8.0	25.0
3	6.0	18.75	6.0	18.75	10.0	31.25
3	6.0	18.75	6.0	18.75	7.0	21.875
3	6.0	18.75	8.0	25.0	6.0	18.75
3	6.0	18.75	8.0	25.0	10.0	31.25
3	8.0	25.0	5.0	15.625	10.0	31.25
3	8.0	25.0	5.0	15.625	10.0	31.25
3	6.0	18.75	8.0	25.0	6.0	18.75
3	6.0	18.75	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	6.0	18.75
3	8.0	25.0	8.0	25.0	10.0	31.25
3	6.0	18.75	5.0	15.625	6.0	18.75
3	6.0	18.75	5.0	15.625	5.0	15.625
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	7.0	21.875
3	6.0	18.75	8.0	25.0	8.0	25.0
3	6.0	18.75	8.0	25.0	6.0	18.75
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	8.0	25.0
3	7.0	21.875	8.0	25.0	7.0	21.875
3	7.0	21.875	8.0	25.0	12.0	37.5
3	6.0	18.75	6.0	18.75	10.0	31.25
3	6.0	18.75	6.0	18.75	8.0	25.0
3	7.0	21.875	8.0	25.0	6.0	18.75
3	7.0	21.875	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	6.0	18.75
3	8.0	25.0	8.0	25.0	6.0	18.75
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	6.0	18.75	6.0	18.75
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	10.0	31.25
3	6.0	18.75	8.0	25.0	5.0	15.625
3	6.0	18.75	8.0	25.0	10.0	31.25
3	6.0	18.75	8.0	25.0	7.0	21.875
3	6.0	18.75	8.0	25.0	8.0	25.0
3	6.0	18.75	6.0	18.75	17.0	53.125
3	6.0	18.75	6.0	18.75	11.0	34.375
3	6.0	18.75	8.0	25.0	4.0	12.5
3	6.0	18.75	8.0	25.0	16.0	50.0
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	6.0	18.75
3	5.0	15.625	8.0	25.0	5.0	15.625
3	5.0	15.625	8.0	25.0	8.0	25.0
3	6.0	18.75	8.0	25.0	4.0	12.5
3	6.0	18.75	8.0	25.0	10.0	31.25
3	8.0	25.0	7.0	21.875	9.0	28.125
3	8.0	25.0	7.0	21.875	7.0	21.875
3	6.0	18.75	8.0	25.0	12.0	37.5
3	6.0	18.75	8.0	25.0	13.0	40.625
3	5.0	15.625	6.0	18.75	5.0	15.625
3	5.0	15.625	6.0	18.75	8.0	25.0
3	6.0	18.75	6.0	18.75	6.0	18.75
3	6.0	18.75	6.0	18.75	6.0	18.75
3	7.0	21.875	6.0	18.75	10.0	31.25
3	7.0	21.875	6.0	18.75	6.0	18.75
3	6.0	18.75	5.0	15.625	9.0	28.125
3	6.0	18.75	5.0	15.625	5.0	15.625
3	6.0	18.75	8.0	25.0	8.0	25.0
3	6.0	18.75	8.0	25.0	8.0	25.0
3	6.0	18.75	6.0	18.75	6.0	18.75
3	6.0	18.75	6.0	18.75	8.0	25.0
3	6.0	18.75	6.0	18.75	8.0	25.0
3	6.0	18.75	6.0	18.75	5.0	15.625
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	6.0	18.75	6.0	18.75
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	5.0	15.625	10.0	31.25
3	8.0	25.0	5.0	15.625	5.0	15.625
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	10.0	31.25
3	6.0	18.75	6.0	18.75	10.0	31.25
3	6.0	18.75	6.0	18.75	6.0	18.75
3	7.0	21.875	6.0	18.75	7.0	21.875
3	7.0	21.875	6.0	18.75	6.0	18.75
3	7.0	21.875	6.0	18.75	8.0	25.0
3	7.0	21.875	6.0	18.75	7.0	21.875
3	6.0	18.75	6.0	18.75	6.0	18.75
3	6.0	18.75	6.0	18.75	8.0	25.0
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	8.0	25.0
3	6.0	18.75	5.0	15.625	8.0	25.0
3	6.0	18.75	5.0	15.625	6.0	18.75
3	7.0	21.875	8.0	25.0	8.0	25.0
3	7.0	21.875	8.0	25.0	8.0	25.0
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	11.0	34.375
3	6.0	18.75	6.0	18.75	7.0	21.875
3	6.0	18.75	6.0	18.75	7.0	21.875
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	7.0	21.875
3	7.0	21.875	5.0	15.625	10.0	31.25
3	7.0	21.875	5.0	15.625	5.0	15.625
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	9.0	28.125
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	7.0	21.875
3	7.0	21.875	8.0	25.0	10.0	31.25
3	7.0	21.875	8.0	25.0	7.0	21.875
3	6.0	18.75	8.0	25.0	7.0	21.875
3	6.0	18.75	8.0	25.0	10.0	31.25
3	6.0	18.75	6.0	18.75	6.0	18.75
3	6.0	18.75	6.0	18.75	7.0	21.875
3	6.0	18.75	8.0	25.0	10.0	31.25
3	6.0	18.75	8.0	25.0	6.0	18.75
3	8.0	25.0	8.0	25.0	9.0	28.125
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	10.0	31.25
3	7.0	21.875	8.0	25.0	7.0	21.875
3	7.0	21.875	8.0	25.0	10.0	31.25
3	6.0	18.75	7.0	21.875	6.0	18.75
3	6.0	18.75	7.0	21.875	8.0	25.0
3	8.0	25.0	8.0	25.0	14.0	43.75
3	8.0	25.0	8.0	25.0	22.0	68.75
3	6.0	18.75	6.0	18.75	8.0	25.0
3	6.0	18.75	6.0	18.75	10.0	31.25
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	16.0	50.0
3	5.0	15.625	7.0	21.875	5.0	15.625
3	5.0	15.625	7.0	21.875	10.0	31.25
3	8.0	25.0	8.0	25.0	10.0	31.25
3	8.0	25.0	8.0	25.0	12.0	37.5
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	8.0	25.0
3	6.0	18.75	8.0	25.0	6.0	18.75
3	6.0	18.75	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	10.0	31.25
3	7.0	21.875	8.0	25.0	8.0	25.0
3	7.0	21.875	8.0	25.0	10.0	31.25
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	6.0	18.75	10.0	31.25
3	6.0	18.75	7.0	21.875	8.0	25.0
3	6.0	18.75	7.0	21.875	10.0	31.25
3	7.0	21.875	8.0	25.0	10.0	31.25
3	7.0	21.875	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	8.0	25.0	8.0	25.0
3	8.0	25.0	7.0	21.875	8.0	25.0
3	8.0	25.0	7.0	21.875	10.0	31.25
3	6.0	18.75	6.0	18.75	7.0	21.875
3	6.0	18.75	6.0	18.75	5.0	15.625
3	6.0	18.75	8.0	25.0	5.0	15.625
3	6.0	18.75	8.0	25.0	8.0	25.0
3	8.0	25.0	6.0	18.75	22.0	68.75
3	8.0	25.0	6.0	18.75	18.0	56.25
3	8.0	25.0	8.0	25.0	12.0	37.5
3	8.0	25.0	8.0	25.0	12.0	37.5
3	6.0	18.75	8.0	25.0	8.0	25.0
3	6.0	18.75	8.0	25.0	10.0	31.25
3	6.0	18.75	8.0	25.0	6.0	18.75
3	6.0	18.75	8.0	25.0	10.0	31.25
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	6.0	18.75	6.0	18.75
3	5.0	15.625	8.0	25.0	10.0	31.25
3	5.0	15.625	8.0	25.0	8.0	25.0
3	6.0	18.75	8.0	25.0	10.0	31.25
3	6.0	18.75	8.0	25.0	10.0	31.25
3	8.0	25.0	5.0	15.625	8.0	25.0
3	8.0	25.0	5.0	15.625	5.0	15.625
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	8.0	25.0
3	6.0	18.75	5.0	15.625	6.0	18.75
3	6.0	18.75	5.0	15.625	8.0	25.0
3	6.0	18.75	6.0	18.75	6.0	18.75
3	6.0	18.75	6.0	18.75	7.0	21.875
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	6.0	18.75	5.0	15.625
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	6.0	18.75	8.0	25.0
3	6.0	18.75	6.0	18.75	8.0	25.0
3	6.0	18.75	6.0	18.75	5.0	15.625
3	6.0	18.75	6.0	18.75	8.0	25.0
3	6.0	18.75	6.0	18.75	6.0	18.75
3	6.0	18.75	6.0	18.75	7.0	21.875
3	6.0	18.75	6.0	18.75	10.0	31.25
3	8.0	25.0	6.0	18.75	8.0	25.0
3	8.0	25.0	6.0	18.75	6.0	18.75
3	8.0	25.0	7.0	21.875	8.0	25.0
3	8.0	25.0	7.0	21.875	8.0	25.0
3	6.0	18.75	8.0	25.0	8.0	25.0
3	6.0	18.75	8.0	25.0	10.0	31.25
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	6.0	18.75	10.0	31.25
3	6.0	18.75	6.0	18.75	8.0	25.0
3	6.0	18.75	6.0	18.75	7.0	21.875
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	6.0	18.75	8.0	25.0
3	6.0	18.75	8.0	25.0	10.0	31.25
3	6.0	18.75	8.0	25.0	8.0	25.0
3	6.0	18.75	8.0	25.0	8.0	25.0
3	6.0	18.75	8.0	25.0	6.0	18.75
3	5.0	15.625	6.0	18.75	8.0	25.0
3	5.0	15.625	6.0	18.75	5.0	15.625
3	8.0	25.0	6.0	18.75	10.0	31.25
3	8.0	25.0	6.0	18.75	6.0	18.75
3	6.0	18.75	5.0	15.625	8.0	25.0
3	6.0	18.75	5.0	15.625	8.0	25.0
3	7.0	21.875	6.0	18.75	10.0	31.25
3	7.0	21.875	6.0	18.75	6.0	18.75
3	6.0	18.75	7.0	21.875	10.0	31.25
3	6.0	18.75	7.0	21.875	10.0	31.25
3	6.0	18.75	7.0	21.875	10.0	31.25
3	6.0	18.75	7.0	21.875	7.0	21.875
3	6.0	18.75	6.0	18.75	6.0	18.75
3	6.0	18.75	6.0	18.75	6.0	18.75
3	7.0	21.875	6.0	18.75	7.0	21.875
3	7.0	21.875	6.0	18.75	6.0	18.75
